,NO,Site,Result,TestName,Signal,Measure,LowLimit,HighLimit,Force,CheckStatus
255,14,0,PASS,Vref_VBN1,Vref_VBN1.Vref_VBN1,SPI,FC(0),FA(0),None,None
256,14,0,FAIL,Vref_VBN1,ATST0,38.4668mV,1.0000V,1.3000V,0.0000A,None
257,14,0,FAIL,Vref_VBN1,ATST1,36.3800mV,1.0000V,1.3000V,0.0000A,None
258,14,0,PASS,Vref_PGAOUT,Vref_PGAOUT.Vref_PGAOUT,SPI,FC(0),FA(0),None,None
259,14,0,FAIL,Vref_PGAOUT,ATST0,38.1232mV,1.1000V,1.4000V,0.0000A,None
260,14,0,FAIL,Vref_PGAOUT,ATST1,36.2654mV,1.1000V,1.4000V,0.0000A,None
261,14,0,PASS,Vref_VBias1,Vref_VBias1.Vref_VBias1,SPI,FC(0),FA(0),None,None
262,14,0,FAIL,Vref_VBias1,ATST0,75.6194mV,900.0000mV,1.3000V,0.0000A,None
263,14,0,FAIL,Vref_VBias1,ATST1,34.4322mV,900.0000mV,1.3000V,0.0000A,None
264,14,0,PASS,Vref_VBias2,Vref_VBias2.Vref_VBias2,SPI,FC(0),FA(0),None,None
265,14,0,FAIL,Vref_VBias2,ATST0,65.9208mV,900.0000mV,1.3000V,0.0000A,None
266,14,0,FAIL,Vref_VBias2,ATST1,42.3762mV,900.0000mV,1.3000V,0.0000A,None
267,14,0,PASS,Vref_VBias3,Vref_VBias3.Vref_VBias3,SPI,FC(0),FA(0),None,None
268,14,0,FAIL,Vref_VBias3,ATST0,68.3645mV,2.3000V,2.7000V,0.0000A,None
269,14,0,FAIL,Vref_VBias3,ATST1,35.1197mV,2.3000V,2.7000V,0.0000A,None
270,14,0,PASS,Vref_VBias4,Vref_VBias4.Vref_VBias4,SPI,FC(0),FA(0),None,None
271,14,0,FAIL,Vref_VBias4,ATST0,26.1335mV,700.0000mV,1.0000V,0.0000A,None
272,14,0,FAIL,Vref_VBias4,ATST1,25.7244mV,700.0000mV,1.0000V,0.0000A,None
273,14,0,PASS,IREF,Iref_IREF.Iref_IREF,SPI,FC(0),FA(0),None,None
274,14,0,PASS,IREF,ATST0_20K,1.1261V,700.0000mV,1.2000V,0.0000A,None
275,14,0,PASS,IREF,ATST1_20K,1.0235V,700.0000mV,1.2000V,0.0000A,None
276,14,0,PASS,Iref_PLL,Iref_PLL.Iref_PLL,SPI,FC(0),FA(0),None,None
277,14,0,FAIL,Iref_PLL,ATAT2_20K,4.3319mV,700.0000mV,1.3000V,0.0000A,None
278,14,0,PASS,ADC,ADC_config.ADC_config,SPI,FC(0),FA(0),None,None
279,14,0,PASS,ADC,ADC.ADC,SPI,FC(0),FA(0),None,None
280,999,0,PASS,AnalysisData_Dtstr1,-,-,-,-,-,-
281,14,0,PASS,ADC,compare,1.0000,0.0000,2.0000,,None
282,14,0,PASS,ADC,ADC.ADC,SPI,FC(0),FA(0),None,None
283,999,0,PASS,AnalysisData_Dtstr1,-,-,-,-,-,-
284,14,0,PASS,ADC,compare,1.0000,0.0000,2.0000,,None
285,14,0,PASS,SYNCGEN_test,SYNCGEN_config.SYNCGEN_config,SPI,FC(0),FA(0),None,None
286,14,0,PASS,SYNCGEN_test,SYNCGEN_test.SYNCGEN_test,SPI,FC(0),FA(0),None,None
287,999,0,PASS,AnalysisData_DTSTL4,-,-,-,-,-,-
288,14,0,PASS,SYNCGEN_test,compare,1.0000,0.0000,2.0000,,None
289,14,0,PASS,ADLG,ADLG_config.ADLG_config,SPI,FC(0),FA(0),None,None
290,14,0,PASS,ADLG,ADLG.ADLG,SPI,FC(0),FA(0),None,None
291,14,0,PASS,ADLG,compare,1.0000,0.0000,2.0000,,None
292,14,0,PASS,ADLG,ADLG.ADLG,SPI,FC(0),FA(0),None,None
293,999,0,PASS,AnalysisData_ADLG_DTSTR0,-,-,-,-,-,-
294,14,0,PASS,ADLG,compare,1.0000,0.0000,2.0000,,None
295,14,0,PASS,TSG_TEST,TSG_config.TSG_config,SPI,FC(0),FA(0),None,None
296,14,0,PASS,TSG_TEST,TSG.TSG,SPI,FC(0),FA(0),None,None
297,14,0,PASS,TSG_TEST,compare,1.0000,0.0000,2.0000,,None
298,14,0,PASS,TSG_TEST,TSG.TSG,SPI,FC(0),FA(0),None,None
299,14,0,PASS,TSG_TEST,compare,1.0000,0.0000,2.0000,,None
300,14,0,PASS,TSG2_TEST,TSG2_config.TSG2_config,SPI,FC(0),FA(0),None,None
301,14,0,PASS,TSG2_TEST,TSG2.TSG2,SPI,FC(0),FA(0),None,None
302,14,0,PASS,TSG2_TEST,compare,1.0000,0.0000,2.0000,,None
303,14,0,PASS,TSG2_TEST,TSG2.TSG2,SPI,FC(0),FA(0),None,None
304,14,0,PASS,TSG2_TEST,compare,1.0000,0.0000,2.0000,,None
305,-EOL-,0,1,1,60,11,1,0,12992.7ms,-
306,3,0,PASS,OS_NEG,CH_VCOMS_B1,-399.6171mV,-800.0000mV,-100.0000mV,-100.0000uA,None
307,3,0,PASS,OS_NEG,CH_VCOMS_T1,-399.1056mV,-800.0000mV,-100.0000mV,-100.0000uA,None
308,3,0,PASS,OS_NEG,CH_VREFN_B1,-388.8918mV,-800.0000mV,-100.0000mV,-100.0000uA,None
309,3,0,PASS,OS_NEG,CH_VREFN_T1,-388.8291mV,-800.0000mV,-100.0000mV,-100.0000uA,None
310,3,0,PASS,OS_NEG,CH_VREFP_B1,-410.2535mV,-800.0000mV,-100.0000mV,-100.0000uA,None
311,3,0,PASS,OS_NEG,CH_VREFP_T1,-409.5936mV,-800.0000mV,-100.0000mV,-100.0000uA,None
312,3,0,PASS,OS_NEG,CH_VRPGA_B1,-409.3671mV,-800.0000mV,-100.0000mV,-100.0000uA,None
313,3,0,PASS,OS_NEG,CH_VRPGA_T1,-410.0355mV,-800.0000mV,-100.0000mV,-100.0000uA,None
314,3,0,PASS,OS_NEG,CH_VDDCL1,-393.4766mV,-800.0000mV,-100.0000mV,-100.0000uA,None
315,3,0,PASS,OS_NEG,CH_RSH1,-247.1097mV,-800.0000mV,-100.0000mV,-100.0000uA,None
316,3,0,PASS,OS_NEG,CH_GRSTH1,-261.5107mV,-800.0000mV,-100.0000mV,-100.0000uA,None
317,3,0,PASS,OS_NEG,CH_TX2H1,-212.7912mV,-800.0000mV,-100.0000mV,-100.0000uA,None
318,3,0,PASS,OS_NEG,CH_TX1H1,-232.2724mV,-800.0000mV,-100.0000mV,-100.0000uA,None
319,3,0,PASS,OS_NEG,SA,-405.8527mV,-800.0000mV,-100.0000mV,-100.0000uA,None
320,3,0,PASS,OS_NEG,SYSSTBN,-427.3081mV,-800.0000mV,-100.0000mV,-100.0000uA,None
321,3,0,PASS,OS_NEG,SYSRSTN,-461.7041mV,-800.0000mV,-100.0000mV,-100.0000uA,None
322,3,0,PASS,OS_NEG,VCP2,-403.4814mV,-800.0000mV,-100.0000mV,-100.0000uA,None
323,3,0,PASS,OS_NEG,VIREF,-453.4140mV,-800.0000mV,-100.0000mV,-100.0000uA,None
324,3,0,PASS,OS_NEG,SDO,-471.2588mV,-800.0000mV,-100.0000mV,-100.0000uA,None
325,3,0,PASS,OS_NEG,CSN,-467.4000mV,-800.0000mV,-100.0000mV,-100.0000uA,None
326,3,0,PASS,OS_NEG,SCK,-472.5062mV,-800.0000mV,-100.0000mV,-100.0000uA,None
327,3,0,PASS,OS_NEG,SDI,-440.0594mV,-800.0000mV,-100.0000mV,-100.0000uA,None
328,3,0,PASS,OS_NEG,HSYNC,-333.8434mV,-800.0000mV,-100.0000mV,-100.0000uA,None
329,3,0,PASS,OS_NEG,VSYNC,-397.6940mV,-800.0000mV,-100.0000mV,-100.0000uA,None
330,3,0,PASS,OS_NEG,DTSTR0,-473.1526mV,-800.0000mV,-100.0000mV,-100.0000uA,None
331,3,0,PASS,OS_NEG,DTSTR1,-474.7298mV,-800.0000mV,-100.0000mV,-100.0000uA,None
332,3,0,PASS,OS_NEG,DTSTR3,-475.0998mV,-800.0000mV,-100.0000mV,-100.0000uA,None
333,3,0,PASS,OS_NEG,DTSTR4,-474.3518mV,-800.0000mV,-100.0000mV,-100.0000uA,None
334,3,0,PASS,OS_NEG,TOUT0,-474.4118mV,-800.0000mV,-100.0000mV,-100.0000uA,None
335,3,0,PASS,OS_NEG,TOUT1,-476.9879mV,-800.0000mV,-100.0000mV,-100.0000uA,None
336,3,0,PASS,OS_NEG,TOUT2,-473.2766mV,-800.0000mV,-100.0000mV,-100.0000uA,None
337,3,0,PASS,OS_NEG,ATST0,-441.1508mV,-800.0000mV,-100.0000mV,-100.0000uA,None
338,3,0,PASS,OS_NEG,ATST1,-444.0714mV,-800.0000mV,-100.0000mV,-100.0000uA,None
339,3,0,PASS,OS_NEG,ATST2,-429.4695mV,-800.0000mV,-100.0000mV,-100.0000uA,None
340,3,0,PASS,OS_NEG,RCK2,-463.6450mV,-800.0000mV,-100.0000mV,-100.0000uA,None
341,3,0,PASS,OS_NEG,TRGEXP,-393.3782mV,-800.0000mV,-100.0000mV,-100.0000uA,None
342,3,0,PASS,OS_NEG,MSTSLV,-464.6116mV,-800.0000mV,-100.0000mV,-100.0000uA,None
343,3,0,PASS,OS_POS,CH_TX2L1,402.3834mV,100.0000mV,800.0000mV,100.0000uA,None
344,3,0,PASS,OS_POS,CH_GRSTL1,406.2464mV,100.0000mV,800.0000mV,100.0000uA,None
345,3,0,PASS,OS_POS,CH_TX1L1,405.6460mV,100.0000mV,800.0000mV,100.0000uA,None
346,3,0,PASS,OS_POS,VCP1,443.0684mV,100.0000mV,800.0000mV,100.0000uA,None
347,3,0,PASS,OS_POS,CH_VCOMS_B1,367.4733mV,100.0000mV,800.0000mV,100.0000uA,None
348,3,0,PASS,OS_POS,CH_VCOMS_T1,366.5693mV,100.0000mV,800.0000mV,100.0000uA,None
349,3,0,PASS,OS_POS,CH_VREFN_B1,366.5757mV,100.0000mV,800.0000mV,100.0000uA,None
350,3,0,PASS,OS_POS,CH_VREFN_T1,367.2540mV,100.0000mV,800.0000mV,100.0000uA,None
351,3,0,PASS,OS_POS,CH_VREFP_B1,340.9176mV,100.0000mV,800.0000mV,100.0000uA,None
352,3,0,PASS,OS_POS,CH_VREFP_T1,342.5493mV,100.0000mV,800.0000mV,100.0000uA,None
353,3,0,PASS,OS_POS,CH_VRPGA_B1,367.1429mV,100.0000mV,800.0000mV,100.0000uA,None
354,3,0,PASS,OS_POS,CH_VRPGA_T1,368.2107mV,100.0000mV,800.0000mV,100.0000uA,None
355,3,0,PASS,OS_POS,CH_VDDCL1,430.5800mV,100.0000mV,800.0000mV,100.0000uA,None
356,3,0,PASS,OS_POS,SA,374.6819mV,100.0000mV,800.0000mV,100.0000uA,None
357,3,0,PASS,OS_POS,SYSSTBN,388.1149mV,100.0000mV,800.0000mV,100.0000uA,None
358,3,0,PASS,OS_POS,SYSRSTN,427.6298mV,100.0000mV,800.0000mV,100.0000uA,None
359,3,0,PASS,OS_POS,VIREF,406.8883mV,100.0000mV,800.0000mV,100.0000uA,None
360,3,0,PASS,OS_POS,SDO,433.6885mV,100.0000mV,800.0000mV,100.0000uA,None
361,3,0,PASS,OS_POS,CSN,430.4996mV,100.0000mV,800.0000mV,100.0000uA,None
362,3,0,PASS,OS_POS,SCK,430.4875mV,100.0000mV,800.0000mV,100.0000uA,None
363,3,0,PASS,OS_POS,SDI,399.4609mV,100.0000mV,800.0000mV,100.0000uA,None
364,3,0,PASS,OS_POS,HSYNC,395.0819mV,100.0000mV,800.0000mV,100.0000uA,None
365,3,0,PASS,OS_POS,VSYNC,411.4634mV,100.0000mV,800.0000mV,100.0000uA,None
366,3,0,PASS,OS_POS,DTSTR0,436.5457mV,100.0000mV,800.0000mV,100.0000uA,None
367,3,0,PASS,OS_POS,DTSTR1,434.7592mV,100.0000mV,800.0000mV,100.0000uA,None
368,3,0,PASS,OS_POS,DTSTR3,436.4547mV,100.0000mV,800.0000mV,100.0000uA,None
369,3,0,PASS,OS_POS,DTSTR4,436.1142mV,100.0000mV,800.0000mV,100.0000uA,None
370,3,0,PASS,OS_POS,TOUT0,433.9847mV,100.0000mV,800.0000mV,100.0000uA,None
371,3,0,PASS,OS_POS,TOUT1,433.8297mV,100.0000mV,800.0000mV,100.0000uA,None
372,3,0,PASS,OS_POS,TOUT2,434.2494mV,100.0000mV,800.0000mV,100.0000uA,None
373,3,0,PASS,OS_POS,ATST0,395.0952mV,100.0000mV,800.0000mV,100.0000uA,None
374,3,0,PASS,OS_POS,ATST1,399.5815mV,100.0000mV,800.0000mV,100.0000uA,None
375,3,0,PASS,OS_POS,ATST2,383.9605mV,100.0000mV,800.0000mV,100.0000uA,None
376,3,0,PASS,OS_POS,RCK2,427.3309mV,100.0000mV,800.0000mV,100.0000uA,None
377,8,0,FAIL,PLL,RCK2,0.0000,50.0000M,60.0000M,0.0000,None
378,9,0,FAIL,SPI_CNTR,SPI_CNTR_1.SPI_CNTR_1,SPI,FC(1568),FA(1324995),None,None
379,10,0,FAIL,SPI_TSG1,SPI_TSG1.SPI_TSG1,SPI,FC(1327),FA(1327089),None,None
380,11,0,FAIL,SPI_TSG2,SPI_TSG2.SPI_TSG2,SPI,FC(1327),FA(1329156),None,None
381,12,0,FAIL,VIREF,VIREF,-7.3273mV,900.0000mV,1.3000V,0.0000A,None
382,13,0,PASS,Vref,CH_VCOMS_B1,353.2463mV,0.0000V,3.0000V,0.0000A,None
383,13,0,PASS,Vref,CH_VCOMS_T1,5.1155mV,0.0000V,3.0000V,0.0000A,None
384,13,0,PASS,Vref,CH_VREFN_B1,11.1588mV,0.0000V,3.0000V,0.0000A,None
385,13,0,PASS,Vref,CH_VREFN_T1,399.1600mV,0.0000V,3.0000V,0.0000A,None
386,13,0,PASS,Vref,CH_VREFP_B1,31.9133mV,0.0000V,3.0000V,0.0000A,None
387,13,0,PASS,Vref,CH_VREFP_T1,199.6925mV,0.0000V,3.0000V,0.0000A,None
388,13,0,PASS,Vref,CH_VRPGA_B1,3.5679mV,0.0000V,3.0000V,0.0000A,None
389,13,0,PASS,Vref,CH_VRPGA_T1,62.7762mV,0.0000V,3.0000V,0.0000A,None
390,13,0,PASS,Vref_Double,CH_VCOMS_B1,342.3199mV,0.0000V,3.0000V,0.0000A,None
391,13,0,PASS,Vref_Double,CH_VCOMS_T1,342.5903mV,0.0000V,3.0000V,0.0000A,None
392,13,0,PASS,Vref_Double,CH_VREFN_B1,382.6722mV,0.0000V,3.0000V,0.0000A,None
393,13,0,PASS,Vref_Double,CH_VREFN_T1,382.8187mV,0.0000V,3.0000V,0.0000A,None
394,13,0,PASS,Vref_Double,CH_VREFP_B1,205.9489mV,0.0000V,3.0000V,0.0000A,None
395,13,0,PASS,Vref_Double,CH_VREFP_T1,206.4247mV,0.0000V,3.0000V,0.0000A,None
396,13,0,PASS,Vref_Double,CH_VRPGA_B1,62.8611mV,0.0000V,3.0000V,0.0000A,None
397,13,0,PASS,Vref_Double,CH_VRPGA_T1,63.6173mV,0.0000V,3.0000V,0.0000A,None
398,14,0,FAIL,Pix,CH_RSH1,43.5405mV,3.9000V,4.5000V,0.0000A,None
399,14,0,FAIL,Pix,CH_GRSTH1,14.0621mV,3.9000V,4.5000V,0.0000A,None
400,14,0,FAIL,Pix,CH_TX2L1,322.3733mV,-1.4000V,-1.0000V,0.0000A,None
401,14,0,FAIL,Pix,CH_TX1L1,323.7179mV,-1.4000V,-1.0000V,0.0000A,None
402,14,0,FAIL,Pix,CH_TX2H1,-19.0289mV,3.4000V,4.0000V,0.0000A,None
403,14,0,FAIL,Pix,CH_TX1H1,-46.4109mV,3.4000V,4.0000V,0.0000A,None
404,14,0,FAIL,Pix,CH_VDDCL1,-9.1455mV,500.0000mV,900.0000mV,0.0000A,None
405,14,0,FAIL,Pix,CH_GRSTL1,323.2793mV,-700.0000mV,-300.0000mV,0.0000A,None
406,15,0,PASS,ATST_VBGR,Vref_VBGR.Vref_VBGR,SPI,FC(0),FA(0),None,None
407,15,0,FAIL,ATST_VBGR,ATST1,-1.6212mV,1.0000V,1.3000V,0.0000A,None
408,14,0,PASS,Vref_VBN1,Vref_VBN1.Vref_VBN1,SPI,FC(0),FA(0),None,None
409,14,0,FAIL,Vref_VBN1,ATST0,-1.6641mV,1.0000V,1.3000V,0.0000A,None
410,14,0,FAIL,Vref_VBN1,ATST1,-1.8122mV,1.0000V,1.3000V,0.0000A,None
411,14,0,PASS,Vref_PGAOUT,Vref_PGAOUT.Vref_PGAOUT,SPI,FC(0),FA(0),None,None
412,14,0,FAIL,Vref_PGAOUT,ATST0,-1.2823mV,1.1000V,1.4000V,0.0000A,None
413,14,0,FAIL,Vref_PGAOUT,ATST1,-1.6212mV,1.1000V,1.4000V,0.0000A,None
414,14,0,PASS,Vref_VBias1,Vref_VBias1.Vref_VBias1,SPI,FC(0),FA(0),None,None
415,14,0,FAIL,Vref_VBias1,ATST0,856.0228uV,900.0000mV,1.3000V,0.0000A,None
416,14,0,FAIL,Vref_VBias1,ATST1,-1.1247mV,900.0000mV,1.3000V,0.0000A,None
417,14,0,PASS,Vref_VBias2,Vref_VBias2.Vref_VBias2,SPI,FC(0),FA(0),None,None
418,14,0,FAIL,Vref_VBias2,ATST0,-60.3821uV,900.0000mV,1.3000V,0.0000A,None
419,14,0,FAIL,Vref_VBias2,ATST1,-399.0411uV,900.0000mV,1.3000V,0.0000A,None
420,14,0,PASS,Vref_VBias3,Vref_VBias3.Vref_VBias3,SPI,FC(0),FA(0),None,None
421,14,0,FAIL,Vref_VBias3,ATST0,-671.3188uV,2.3000V,2.7000V,0.0000A,None
422,14,0,FAIL,Vref_VBias3,ATST1,-971.9238uV,2.3000V,2.7000V,0.0000A,None
423,14,0,PASS,Vref_VBias4,Vref_VBias4.Vref_VBias4,SPI,FC(0),FA(0),None,None
424,14,0,FAIL,Vref_VBias4,ATST0,-1.6641mV,700.0000mV,1.0000V,0.0000A,None
425,14,0,FAIL,Vref_VBias4,ATST1,-1.6594mV,700.0000mV,1.0000V,0.0000A,None
426,14,0,PASS,IREF,Iref_IREF.Iref_IREF,SPI,FC(0),FA(0),None,None
427,14,0,FAIL,IREF,ATST0_20K,-786.6643uV,700.0000mV,1.2000V,0.0000A,None
428,14,0,FAIL,IREF,ATST1_20K,-304.6015uV,700.0000mV,1.2000V,0.0000A,None
429,14,0,PASS,Iref_PLL,Iref_PLL.Iref_PLL,SPI,FC(0),FA(0),None,None
430,14,0,FAIL,Iref_PLL,ATAT2_20K,1.2764mV,700.0000mV,1.3000V,0.0000A,None
431,14,0,PASS,ADC,ADC_config.ADC_config,SPI,FC(0),FA(0),None,None
432,14,0,PASS,ADC,ADC.ADC,SPI,FC(0),FA(0),None,None
433,999,0,FAIL,AnalysisData_Dtstr1,-,-,-,-,-,-
434,14,0,FAIL,ADC,compare,5.0000,0.0000,2.0000,,None
435,14,0,PASS,ADC,ADC.ADC,SPI,FC(0),FA(0),None,None
436,999,0,FAIL,AnalysisData_Dtstr1,-,-,-,-,-,-
437,14,0,FAIL,ADC,compare,5.0000,0.0000,2.0000,,None
438,14,0,PASS,SYNCGEN_test,SYNCGEN_config.SYNCGEN_config,SPI,FC(0),FA(0),None,None
439,14,0,PASS,SYNCGEN_test,SYNCGEN_test.SYNCGEN_test,SPI,FC(0),FA(0),None,None
440,999,0,FAIL,AnalysisData_DTSTL4,-,-,-,-,-,-
441,14,0,FAIL,SYNCGEN_test,compare,5.0000,0.0000,2.0000,,None
442,14,0,PASS,ADLG,ADLG_config.ADLG_config,SPI,FC(0),FA(0),None,None
443,14,0,PASS,ADLG,ADLG.ADLG,SPI,FC(0),FA(0),None,None
444,14,0,FAIL,ADLG,compare,5.0000,0.0000,2.0000,,None
445,14,0,PASS,ADLG,ADLG.ADLG,SPI,FC(0),FA(0),None,None
446,999,0,FAIL,AnalysisData_ADLG_DTSTR0,-,-,-,-,-,-
447,14,0,FAIL,ADLG,compare,5.0000,0.0000,2.0000,,None
448,14,0,PASS,TSG_TEST,TSG_config.TSG_config,SPI,FC(0),FA(0),None,None
449,14,0,PASS,TSG_TEST,TSG.TSG,SPI,FC(0),FA(0),None,None
450,14,0,FAIL,TSG_TEST,compare,5.0000,0.0000,2.0000,,None
451,14,0,PASS,TSG_TEST,TSG.TSG,SPI,FC(0),FA(0),None,None
452,14,0,FAIL,TSG_TEST,compare,5.0000,0.0000,2.0000,,None
453,14,0,PASS,TSG2_TEST,TSG2_config.TSG2_config,SPI,FC(0),FA(0),None,None
454,14,0,PASS,TSG2_TEST,TSG2.TSG2,SPI,FC(0),FA(0),None,None
455,14,0,FAIL,TSG2_TEST,compare,5.0000,0.0000,2.0000,,None
456,14,0,PASS,TSG2_TEST,TSG2.TSG2,SPI,FC(0),FA(0),None,None
457,14,0,FAIL,TSG2_TEST,compare,5.0000,0.0000,2.0000,,None
458,-EOL-,0,1,1,60,3,1,0,13583.7ms,-
459,3,0,PASS,OS_NEG,CH_VCOMS_B1,-404.3162mV,-800.0000mV,-100.0000mV,-100.0000uA,None
460,3,0,PASS,OS_NEG,CH_VCOMS_T1,-402.9275mV,-800.0000mV,-100.0000mV,-100.0000uA,None
461,3,0,PASS,OS_NEG,CH_VREFN_B1,-400.3559mV,-800.0000mV,-100.0000mV,-100.0000uA,None
462,3,0,PASS,OS_NEG,CH_VREFN_T1,-401.3816mV,-800.0000mV,-100.0000mV,-100.0000uA,None
463,3,0,PASS,OS_NEG,CH_VREFP_B1,-406.9684mV,-800.0000mV,-100.0000mV,-100.0000uA,None
464,3,0,PASS,OS_NEG,CH_VREFP_T1,-409.1728mV,-800.0000mV,-100.0000mV,-100.0000uA,None
465,3,0,PASS,OS_NEG,CH_VRPGA_B1,-406.1579mV,-800.0000mV,-100.0000mV,-100.0000uA,None
466,3,0,PASS,OS_NEG,CH_VRPGA_T1,-408.0092mV,-800.0000mV,-100.0000mV,-100.0000uA,None
467,3,0,PASS,OS_NEG,CH_VDDCL1,-387.2070mV,-800.0000mV,-100.0000mV,-100.0000uA,None
468,3,0,PASS,OS_NEG,CH_RSH1,-389.4497mV,-800.0000mV,-100.0000mV,-100.0000uA,None
469,3,0,PASS,OS_NEG,CH_GRSTH1,-390.3476mV,-800.0000mV,-100.0000mV,-100.0000uA,None
470,3,0,PASS,OS_NEG,CH_TX2H1,-388.4706mV,-800.0000mV,-100.0000mV,-100.0000uA,None
471,3,0,PASS,OS_NEG,CH_TX1H1,-391.0108mV,-800.0000mV,-100.0000mV,-100.0000uA,None
472,3,0,PASS,OS_NEG,SA,-399.6000mV,-800.0000mV,-100.0000mV,-100.0000uA,None
473,3,0,PASS,OS_NEG,SYSSTBN,-421.3015mV,-800.0000mV,-100.0000mV,-100.0000uA,None
474,3,0,PASS,OS_NEG,SYSRSTN,-454.6072mV,-800.0000mV,-100.0000mV,-100.0000uA,None
475,3,0,PASS,OS_NEG,VCP2,-409.2817mV,-800.0000mV,-100.0000mV,-100.0000uA,None
476,3,0,PASS,OS_NEG,VIREF,-450.0933mV,-800.0000mV,-100.0000mV,-100.0000uA,None
477,3,0,PASS,OS_NEG,SDO,-467.2925mV,-800.0000mV,-100.0000mV,-100.0000uA,None
478,3,0,PASS,OS_NEG,CSN,-329.3186mV,-800.0000mV,-100.0000mV,-100.0000uA,None
479,3,0,PASS,OS_NEG,SCK,-466.5949mV,-800.0000mV,-100.0000mV,-100.0000uA,None
480,3,0,PASS,OS_NEG,SDI,-436.1253mV,-800.0000mV,-100.0000mV,-100.0000uA,None
481,3,0,PASS,OS_NEG,HSYNC,-331.6076mV,-800.0000mV,-100.0000mV,-100.0000uA,None
482,3,0,PASS,OS_NEG,VSYNC,-393.5667mV,-800.0000mV,-100.0000mV,-100.0000uA,None
483,3,0,PASS,OS_NEG,DTSTR0,-338.0564mV,-800.0000mV,-100.0000mV,-100.0000uA,None
484,3,0,PASS,OS_NEG,DTSTR1,-475.0353mV,-800.0000mV,-100.0000mV,-100.0000uA,None
485,3,0,PASS,OS_NEG,DTSTR3,-471.9296mV,-800.0000mV,-100.0000mV,-100.0000uA,None
486,3,0,PASS,OS_NEG,DTSTR4,-471.7530mV,-800.0000mV,-100.0000mV,-100.0000uA,None
487,3,0,PASS,OS_NEG,TOUT0,-466.9296mV,-800.0000mV,-100.0000mV,-100.0000uA,None
488,3,0,PASS,OS_NEG,TOUT1,-471.1845mV,-800.0000mV,-100.0000mV,-100.0000uA,None
489,3,0,PASS,OS_NEG,TOUT2,-471.3272mV,-800.0000mV,-100.0000mV,-100.0000uA,None
490,3,0,PASS,OS_NEG,ATST0,-450.6585mV,-800.0000mV,-100.0000mV,-100.0000uA,None
491,3,0,PASS,OS_NEG,ATST1,-453.0848mV,-800.0000mV,-100.0000mV,-100.0000uA,None
492,3,0,PASS,OS_NEG,ATST2,-438.9136mV,-800.0000mV,-100.0000mV,-100.0000uA,None
493,3,0,PASS,OS_NEG,RCK2,-456.6624mV,-800.0000mV,-100.0000mV,-100.0000uA,None
494,3,0,PASS,OS_NEG,TRGEXP,-390.2131mV,-800.0000mV,-100.0000mV,-100.0000uA,None
495,3,0,PASS,OS_NEG,MSTSLV,-456.9368mV,-800.0000mV,-100.0000mV,-100.0000uA,None
496,3,0,PASS,OS_POS,CH_TX2L1,397.0034mV,100.0000mV,800.0000mV,100.0000uA,None
497,3,0,PASS,OS_POS,CH_GRSTL1,401.5551mV,100.0000mV,800.0000mV,100.0000uA,None
498,3,0,PASS,OS_POS,CH_TX1L1,401.1776mV,100.0000mV,800.0000mV,100.0000uA,None
499,3,0,PASS,OS_POS,VCP1,440.5145mV,100.0000mV,800.0000mV,100.0000uA,None
500,3,0,PASS,OS_POS,CH_VCOMS_B1,365.7924mV,100.0000mV,800.0000mV,100.0000uA,None
501,3,0,PASS,OS_POS,CH_VCOMS_T1,362.7474mV,100.0000mV,800.0000mV,100.0000uA,None
502,3,0,PASS,OS_POS,CH_VREFN_B1,363.1365mV,100.0000mV,800.0000mV,100.0000uA,None
503,3,0,PASS,OS_POS,CH_VREFN_T1,365.9911mV,100.0000mV,800.0000mV,100.0000uA,None
504,3,0,PASS,OS_POS,CH_VREFP_B1,334.5766mV,100.0000mV,800.0000mV,100.0000uA,None
505,3,0,PASS,OS_POS,CH_VREFP_T1,339.7570mV,100.0000mV,800.0000mV,100.0000uA,None
506,3,0,PASS,OS_POS,CH_VRPGA_B1,362.6348mV,100.0000mV,800.0000mV,100.0000uA,None
507,3,0,PASS,OS_POS,CH_VRPGA_T1,366.6815mV,100.0000mV,800.0000mV,100.0000uA,None
508,3,0,PASS,OS_POS,CH_VDDCL1,427.0246mV,100.0000mV,800.0000mV,100.0000uA,None
509,3,0,PASS,OS_POS,SA,366.5992mV,100.0000mV,800.0000mV,100.0000uA,None
510,3,0,PASS,OS_POS,SYSSTBN,379.9414mV,100.0000mV,800.0000mV,100.0000uA,None
511,3,0,PASS,OS_POS,SYSRSTN,417.8621mV,100.0000mV,800.0000mV,100.0000uA,None
512,3,0,PASS,OS_POS,VIREF,405.9722mV,100.0000mV,800.0000mV,100.0000uA,None
513,3,0,PASS,OS_POS,SDO,430.7138mV,100.0000mV,800.0000mV,100.0000uA,None
514,3,0,PASS,OS_POS,CSN,426.0822mV,100.0000mV,800.0000mV,100.0000uA,None
515,3,0,PASS,OS_POS,SCK,427.9704mV,100.0000mV,800.0000mV,100.0000uA,None
516,3,0,PASS,OS_POS,SDI,396.2525mV,100.0000mV,800.0000mV,100.0000uA,None
517,3,0,PASS,OS_POS,HSYNC,393.9450mV,100.0000mV,800.0000mV,100.0000uA,None
518,3,0,PASS,OS_POS,VSYNC,394.6103mV,100.0000mV,800.0000mV,100.0000uA,None
519,3,0,PASS,OS_POS,DTSTR0,436.8507mV,100.0000mV,800.0000mV,100.0000uA,None
